company_name,trade,ownership_type,ownership_confidence,parent_company_or_notes,city,county,zip,address,phone,website,google_rating,google_reviews,maps_services,license_types,license_type_labels,license_numbers,active_license_count,qualifying_agents_or_licensees,latest_expiration_seen,enrichment_source,data_source
BROTHERS AIR CONDITIONING,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Wesley Chapel,Pasco,33545,"30746 Birdhouse Dr, Wesley Chapel, FL, 33545",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824668,1,"SASS, RYAN DONOVAN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"BROTHERS AIR COOLING AND HEATING, INC",HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,New Port Richey,Pasco,34655,"4934 Deer Lodge Rd, New Port Richey, FL, 34655",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818947,1,"MUSACCHIA, JOHN DANIEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
CARSON & SONS PLUMBING LLC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,New Port Richey,Pasco,34654,"7641  Propsect Hill Circle, New Port Richey, FL, 34654",,,,,,CFC,Certified Plumbing Contractor,CFC1433099,1,"CARSON, JAMES",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MCWILLIAMS & SON INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Port Richey,Pasco,34668,"6211 Springer Dr, Port Richey, FL, 34668",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814314,1,"MCWILLIAMS, GILBERT LEE JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
FATHER & SONS A/C & HEATING INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,St Petersburg,Pinellas,33709,"8095 46Th Ave N, St Petersburg, FL, 33709",,,,,,CAC,Certified Air Conditioning Contractor,CAC057060,1,"SCHNEIDER, RICHARD KEVIN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
J RAY & SONS AIR CONDITIONING INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Saint Petersburg,Pinellas,33702,"6701 22 Street North, Saint Petersburg, FL, 33702",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815028,1,"RAY, JOHN THOMAS",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
NORMAN BROTHERS PLUMBING LLC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Clearwater,Pinellas,33764,"1467 Hunter Lane, Clearwater, FL, 33764",,,,,,CFC,Certified Plumbing Contractor,CFC1431062,1,"NORMAN, DAVID LLOYD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
R J LANGE & SON INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Ozona,Pinellas,34660,"P O Box 206, Ozona, FL, 34660",,,,,,CAC,Certified Air Conditioning Contractor,CAC042744,1,"LANGE, SCOTT RICHARD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"ROJAS & SONS BUILDING SERVICES, INC.",HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Dunedin,Pinellas,34697,"P.O. Box 32, Dunedin, FL, 34697",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818925,1,"ROJAS, FABIAN A",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
BEARDED BROTHERS AIR CONDITIONING LLC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Lakeland,Polk,33809,"5337 North Socrum Loop Road 228, Lakeland, FL, 33809",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820122,1,"LOVELACE, JAMES OLIVER",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
EICHENBERGER AND SON INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Lakeland,Polk,33811,"4015 Sugar Creek Ln., Lakeland, FL, 33811",,,,,,CAC,Certified Air Conditioning Contractor,CAC036908,1,"EICHENBERGER, TIMOTHY P",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
FROST & FLUSH BROTHERS INC,Plumbing + HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Bartow,Polk,33830,"7755 Star Lake Road, Bartow, FL, 33830",,,,,,"CAC, CFC",Certified Air Conditioning Contractor; Certified Plumbing Contractor,CAC1823691; CFC1434296,2,"DIFRANCESCO, JAMIE LEE; HARTWELL, RICKY JAMES",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
MATHES AND SON PLUMBING INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Winter Haven,Polk,33880,"11 Hurst Road, Winter Haven, FL, 33880",,,,,,CFC,Certified Plumbing Contractor,CFC1429340,1,"MATHES, DAVID CHAD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
RIDEOUT & SONS A/C & HEATING INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Lakeland,Polk,33801,"508 N Ingraham Ave, Lakeland, FL, 33801",,,,,,CAC,Certified Air Conditioning Contractor,CAC053232,1,"RIDEOUT, CHARLES BRADLEY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
RYALS BROTHERS INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Lakeland,Polk,33811,"3897 Whistlewood Circle, Lakeland, FL, 33811",,,,,,CAC,Certified Air Conditioning Contractor,CAC056846,1,"CROFT, CARLTON REECE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SPRINGER BROTHERS AIR CONDITIONING AND HEATING,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Auburndale,Polk,33823,"412 Dixie Highway, Auburndale, FL, 33823",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817503,1,"BLASCHKE, JAMES N",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
WRIGHT BROTHERS DISCOUNT AIR INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Palatka,Putnam,32177-8309,"180 Buffalo Bluff Road, Palatka, FL, 32177-8309",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814646,1,"WRIGHT, JIMMY KIM",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
CARTER & SONS SEPTIC TANK SERVICE,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Milton,Santa Rosa,32570,"6642 Trammel Drive, Milton, FL, 32570",,,,,,CFC,Certified Plumbing Contractor,CFC1432123,1,"KIMMONS, DANNY RAY",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
KIMMONS AND SONS PLUMBING AND GAS LLC.,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Milton,Santa Rosa,32570,"6642 Trammel Drive, Milton, FL, 32570",,,,,,"CFC, RF",Certified Plumbing Contractor; Registered Plumbing Contractor,CFC1429628; RF11067992,2,"KIMMONS, DANNY RAY; KIMMONS, JUSTIN RAY",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
BISHOP BROTHERS AIR CONDITIONING,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,North Port,Sarasota,34286,"2650 Crane Ave, North Port, FL, 34286",,,,,,CAC,Certified Air Conditioning Contractor,CAC1825119,1,"MCNAMARA, ALLEN B",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JOHNSON & SONS PLUMBING LLC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Sarasota,Sarasota,34235,"1770 White Orchid Court, Sarasota, FL, 34235",,,,,,CFC,Certified Plumbing Contractor,CFC1432439,1,"JOHNSON, STEVEN LEWIS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PARDO & SON BATHROOM REMODELING INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Casselberry,Seminole,32707,"171  N Cypress Way Suite 100, Casselberry, FL, 32707",,,,,,CFC,Certified Plumbing Contractor,CFC1425999,1,"PARDO, JOHN III",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ALDRIDGE & SONS PLUMBING CONTRACTORS INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,St. Johns,St. Johns,32259,"1236 Fruit Cove Drive North, St. Johns, FL, 32259",,,,,,CFC,Certified Plumbing Contractor,CFC1426235,1,"ALDRIDGE, WILLIAM T",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
GAUSE AND SONS PLUMBING COMPANY,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,St.Johns,St. Johns,32259,"178  Edisto Place, St.Johns, FL, 32259",,,,,,CFC,Certified Plumbing Contractor,CFC1428444,1,"GAUSE, GREGORY K",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"WRIGHT BROTHERS HEATING AND AIR CONDITIONING, LLC",HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,St. Augustine,St. Johns,32086,"2649 Isabella Ave, St. Augustine, FL, 32086",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824035,1,"WRIGHT, AUSTIN KYLE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
BLACKWELL & SONS AIR CONDITIONING AND HEATING LLC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Fort Pierce,St. Lucie,34946,"317 Saint Lucie Ln, Fort Pierce, FL, 34946",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816791,1,"BLACKWELL, MARK EDWARD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JOSEPH AND SON PLUMBING LLC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Fort Pierce,St. Lucie,34945,"11546 Okeechobee Road, Fort Pierce, FL, 34945",,,,,,CFC,Certified Plumbing Contractor,CFC1432003,1,"MEFFORD, JOSEPH HINTON",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LANGEL BROTHERS HEATING AND COOLING INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Port St Lucie,St. Lucie,34983,"5475 Nw St. James Dr Suite 223, Port St Lucie, FL, 34983",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822961,1,"LANGEL, PHILLIP PATRICK",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
OSCAR & SONS AIR CONDITIONING INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Fort Pierce,St. Lucie,34948,"Po Box 3084, Fort Pierce, FL, 34948",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821675,1,"JIMENEZ, OSCAR III",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
BAKER & SONS AIR CONDITIONING INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,,Unknown,,,,,,,,CAC,Certified Air Conditioning Contractor,CAC1813986,1,"BAKER, WILLIAM DAVID",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
BRINGAS AND SONS INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,,Unknown,,,,,,,,CFC,Certified Plumbing Contractor,CFC1430461,1,"BRINGAS, RAUL JR.",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
C. R. MEYER AND SONS COMPANY,Plumbing + HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Hudsonville,Unknown,49426,"5736 Cory Dr, Hudsonville, MI, 49426",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC1429362; CMC1250154,2,"CAVADEAS, GEORGE FRANCIS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"HIGGINBOTHAM BROTHERS CONSTRUCTION, INC",HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,,Unknown,,,,,,,,CAC,Certified Air Conditioning Contractor,CAC1823438,1,"HIGGINBOTHAM, BRYAN LEE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JONES & SONS PLUMBING AND AIR INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Fitzgerald,Unknown,31750,"289 Locust Rd, Fitzgerald, GA, 31750",,,,,,CFC,Certified Plumbing Contractor,CFC1431854,1,"KELLOW, ROBERT EUGENE",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
WAYNE MARTIN AND SON SIGNATURE AIR CONDITIONING,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Franklin,Unknown,28734,"6736 Wayah Rd, Franklin, NC, 28734",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818195,1,"VOIT, BENJAMIN DAVID",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
WWW ENTERPRISES & SON INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,,Unknown,,,,,,,,CAC,Certified Air Conditioning Contractor,CAC058393,1,"GAHN, WANDA A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
